%time,field.data
1512000320083237886,3.11192814202
1512000320382494926,3.11437398193
1512000320689457893,3.11603332446
1512000320990278005,3.11819540303
1512000321300676107,3.11944270171
1512000321589318037,3.12275742441
1512000321859275102,3.12778539035
1512000322158730983,3.12991928331
1512000322469301939,3.13097795495
1512000322765333890,3.13332706052
1512000323040335893,3.13766374472
1512000323323760032,3.14120729518
1512000323602332115,3.1452828369
1512000323883500099,3.14854909735
1512000324264066934,3.14315761247
1512000324542077064,3.1469117162
1512000324821454048,3.15053786382
1512000325083800077,3.15561033966
1512000325349292993,3.16030211221
1512000325625138044,3.16402426136
1512000325929133892,3.16535019329
1512000326235898017,3.16632605336
1512000326518644094,3.16931852636
1512000326788822889,3.17338424804
1512000327093611955,3.17446355985
1512000327382770061,3.17681032623
1512000327672240018,3.1790923219
1512000327984173059,3.17947185345
1512000328280127048,3.18122216251
1512000328595443010,3.18136418788
1512000328960874080,3.17745334761
1512000329233539104,3.18118264708
1512000329505789995,3.1845293915
1512000329849390029,3.18237920546
1512000330204832077,3.17942144728
1512000330547290086,3.17747819746
1512000330801306009,3.18238683603
1512000331061192035,3.1867053295
1512000331353965997,3.18847758455
1512000331710319042,3.1856882684
1512000332058617115,3.18305792099
1512000332409430980,3.18061809473
1512000332754538059,3.17855667085
1512000333093251943,3.17703515703
1512000333405970096,3.17744106257
1512000333725765943,3.17725525822
1512000334003710985,3.18005195361
1512000334296312093,3.18173038409
1512000334596517086,3.1828943675
1512000334896365880,3.18404147871
1512000335192145109,3.18545094589
1512000335507508039,3.18554761439
1512000335747354984,3.19080344678
1512000336066329002,3.19055758865
1512000336369594097,3.19142781542
1512000336704833984,3.19019510505
1512000337056135892,3.18785584684
1512000337369733095,3.18802911248
1512000337640959024,3.19101344413
1512000337918186902,3.19353452241
1512000338228957891,3.19383366122
1512000338544835090,3.19384484604
1512000338845711946,3.19479356182
1512000339159632921,3.19491917888
1512000339480959892,3.19474766532
1512000339836380958,3.19221074457
1512000340166341066,3.19137814991
1512000340505963087,3.18985992435
1512000340806008100,3.19083821292
1512000341103473901,3.19198399716
1512000341397651910,3.19330960708
1512000341725955963,3.19250351432
1512000342067399024,3.19094495115
1512000342450428962,3.18700140684
1512000342753197908,3.18783317393
1512000343042388916,3.18941565043
1512000343325356006,3.19141466722
1512000343664556026,3.19002446063
1512000343954545021,3.19162909136
1512000344268722057,3.19158340329
1512000344620183944,3.18952026893
1512000344942454099,3.18916503865
1512000345249202013,3.18969562844
1512000345595388889,3.18803677782
1512000345867275953,3.19062050392
1512000346230397939,3.18808542891
1512000346591506004,3.18553356284
1512000346858541011,3.18827335593
1512000347211255073,3.18623176579
1512000347508418083,3.18725571531
1512000347800121068,3.18858310006
1512000348102776050,3.18931673649
1512000348402292013,3.19023612156
1512000348701558113,3.19113405371
1512000348977647066,3.19331201375
1512000349257882118,3.19524523382
1512000349586361885,3.19471814757
1512000349951134920,3.19201663163
1512000350291784048,3.19073384508
1512000350586405038,3.19183151356
1512000350925760030,3.1906271802
1512000351218844890,3.19184572261
1512000351502327919,3.19362240177
1512000351797142982,3.19454712174
1512000352159950971,3.19217236505
1512000352465291023,3.19270723306
1512000352785831928,3.19247915432
1512000353135960102,3.19074915211
1512000353456013917,3.19055485348
1512000353776612043,3.19028556072
1512000354079474925,3.19089544566
1512000354398329973,3.19092381852
1512000354663295030,3.19324470924
1512000354932651996,3.19550238752
1512000355225548982,3.19661286793
1512000355524802923,3.19738742885
1512000355825774908,3.19809836553
1512000356104621887,3.19989010906
1512000356409621000,3.20036969537
1512000356715922117,3.20077200587
1512000357014169931,3.20156760864
1512000357310250043,3.20247506404
1512000357620177984,3.20270299553
1512000357910131931,3.20391890692
1512000358217694044,3.20440745215
1512000358502445936,3.20571045456
1512000358809248924,3.20603232568
1512000359168220996,3.20395649333
1512000359518913984,3.20228631046
1512000359804614067,3.20358389926
1512000360098711967,3.20447228166
1512000360394423007,3.20528976994
1512000360708107948,3.20530249323
1512000361052738904,3.20394572301
1512000361350413084,3.20466262928
1512000361671314954,3.20433281176
1512000361998085021,3.20380896469
1512000362315619945,3.20368912477
1512000362634459972,3.20351423075
1512000362968894004,3.20267794098
1512000363293729066,3.20231526056
1512000363590465068,3.20308521116
1512000363897492885,3.20343439984
1512000364202591896,3.20382864307
1512000364500189065,3.20457133027
1512000364850400924,3.20301152679
1512000365166476011,3.2029180786
1512000365491971015,3.20247312242
1512000365821877002,3.20182898108
1512000366136367082,3.20185807158
1512000366509843111,3.19940074069
1512000366848999023,3.19840673876
1512000367165465116,3.1984139341
1512000367519330978,3.19686168009
1512000367909142971,3.19383039714
1512000368311536073,3.19037123838
1512000368706331968,3.18724630389
1512000369007834911,3.18777231969
1512000369335005044,3.18733306505
1512000369638945102,3.1878157015
1512000370005534887,3.18581881034
1512000370381875038,3.18343433821
1512000370730839967,3.18214225321
1512000371075051069,3.18109135141
1512000371352559089,3.18262671139
1512000371629126071,3.18422258096
1512000371968796968,3.18334226507
1512000372346328020,3.18105050765
1512000372733362913,3.17837991312
1512000373119663000,3.17577275949
1512000373511013984,3.17296325689
1512000373889749050,3.17067477656
1512000374297429084,3.16731847399
1512000374694643020,3.16438204493
1512000375090454101,3.16147845219
1512000375459247112,3.15961673847
1512000375853857994,3.15685622072
1512000376230706930,3.15480850001
1512000376615663051,3.15242688025
1512000377000066041,3.15010357989
1512000377369585037,3.14839689279
1512000377745807886,3.14631279572
1512000378122453927,3.14431287718
1512000378482588052,3.14290319429
1512000378783451080,3.14362475466
1512000379101531982,3.14366788297
1512000379450196027,3.14267074622
1512000379808012962,3.14136393065
1512000693566206932,3.63042291791
1512000693896891117,3.31425045918
1512000694227541923,3.2200232725
1512000694537487983,3.22666620984
1512000694882854938,3.15977113267
1512000695151797056,3.24535706008
1512000695491094112,3.20233842144
1512000695832504987,3.1685795565
1512000696123204946,3.19878820008
1512000696439207077,3.19809492913
1512000696742053031,3.20931107737
1512000697033962965,3.22770363855
1512000697348988056,3.22494670563
1512000697667284965,3.22059484348
1512000698008168935,3.20081746864
1512000698338562011,3.19066420587
1512000698650954008,3.19243423194
1512000699050714969,3.14542405588
1512000699380876064,3.13985963983
1512000699691003084,3.14506206095
1512000700008934974,3.14700565386
1512000700311408996,3.1549396047
1512000700612730026,3.16297466002
1512000700912107944,3.17106229095
1512000701231632947,3.17015837626
1512000701588018894,3.15519902498
1512000701951095104,3.13943910272
1512000702244767904,3.1488654753
1512000702551755905,3.15319257898
1512000702877119064,3.15107953492
1512000703198435068,3.15056225454
1512000703511651992,3.15259398895
1512000703812160015,3.15833373616
1512000704144201993,3.15446024208
1512000704502561092,3.14367740341
1512000704845185995,3.13747691065
1512000705159663915,3.13930262191
1512000705454833984,3.1458342661
1512000705769920110,3.1471909747
1512000706151108980,3.13256071649
1512000706559868097,3.1115153154
1512000706880337953,3.11220743459
1512000707219428062,3.1087163825
1512000707500682115,3.1180978519
1512000707782351016,3.12726153586
1512000708061777114,3.13590524021
1512000708401885032,3.13206510046
1512000708689604997,3.13900932197
1512000708966938972,3.14802530233
1512000709290617942,3.14747369852
1512000709577824115,3.15392865437
1512000709865987062,3.15995172392
1512000710195187091,3.15807342729
1512000710573602914,3.14753708704
1512000710914594888,3.14382317091
1512000711271948099,3.13733624773
1512000711609833955,3.13458757501
1512000711927572011,3.13514041539
1512000712250293016,3.1349360508
1512000712543262004,3.13958123447
1512000712837814092,3.14393871557
1512000713166201114,3.1427002358
1512000713487709045,3.14273795112
1512000713823175907,3.1405403174
1512000714157092094,3.13856955128
1512000714472578048,3.13934608071
1512000714810456991,3.13686550703
1512000715123898983,3.13827468255
1512000715418853998,3.14232045026
1512000715764795064,3.1389051072
1512000716110626935,3.13571051875
1512000716485183954,3.12831700788
1512000716846456050,3.12317091068
1512000717199676036,3.11915037844
1512000717583178043,3.11136882469
1512000717906054973,3.11170575943
1512000718214025974,3.11355697252
1512000718523890972,3.11545750631
1512000718869448900,3.11269307439
1512000719243758916,3.10658383971
1512000719570584058,3.10641284299
1512000719903099060,3.10578043008
1512000720214322090,3.10739887672
1512000720560141086,3.10472384863
1512000720911308050,3.10172973451
1512000721268328905,3.09809636789
1512000721628705978,3.09439533807
1512000721930025100,3.09701676044
1512000722235316991,3.09927100963
1512000722533834934,3.10215466047
1512000722859467029,3.1020762265
1512000723174571990,3.10329864397
1512000723474040031,3.1057179599
1512000723756277084,3.11007320911
1512000724056746006,3.11261284269
1512000724341376066,3.11661325865
1512000724645190000,3.11852889651
1512000724963658094,3.1189588783
1512000725253257989,3.12224426198
1512000725527714014,3.12703187173
1512000725823265075,3.12965257473
1512000726111684083,3.1329206419
1512000726413645029,3.1348920915
1512000726724869966,3.1359378703
1512000727043514966,3.1362404538
1512000727366869926,3.13598436473
1512000727658751964,3.13873337323
1512000728015265941,3.13550959562
1512000728425200939,3.12778748816
1512000728741381883,3.12819589387
1512000729008596897,3.13285934895
1512000729284512042,3.13692460779
1512000729574846982,3.13962161788
1512000729876866102,3.14141506009
1512000730226975917,3.13904008901
1512000730538117885,3.13999172512
1512000730814680099,3.14387693251
1512000731086627006,3.14812858958
1512000731361438035,3.15200328782
1512000731643460035,3.15523271134
1512000731962471961,3.15532995688
1512000732272917985,3.15619685845
1512000732595978021,3.15602715846
1512000732870464086,3.15961201553
1512000733195712089,3.15906655713
1512000733537323951,3.1572832438
1512000733863903999,3.15669066092
1512000734250191926,3.15152108277
1512000734605319976,3.14883869864
1512000734912652015,3.1497524607
1512000735205468893,3.15186962403
1512000735488059997,3.15465289319
1512000735790616035,3.1558943478
1512000736088177919,3.15750498752
1512000736401169061,3.15802615225
1512000736650439023,3.16313655451
1512000736915698051,3.16711049812
1512000737206804037,3.16901534418
1512000737523591041,3.1690902712
1512000737872853994,3.16692359687
1512000738155543088,3.16950851155
1512000738482038974,3.16892319645
1512000738785593032,3.16994686411
1512000739070209026,3.17228077897
1512000739365699052,3.17379600646
1512000739686391115,3.17375570826
1512000739961894035,3.17655605362
1512000740221026897,3.18051622083
1512000740500269889,3.18311415131
1512000740779789924,3.18564389291
1512000741133512020,3.18318897195
1512000741429716110,3.18461990866
1512000741750916957,3.18439344766
1512000742088831901,3.18305346338
1512000742430550098,3.18143249206
1512000742746660947,3.18151789265
1512000743069406986,3.1811630607
1512000743366004943,3.1824392811
1512000743675210952,3.18290844854
1512000743966921091,3.18450626873
1512000744257647037,3.18611892163
1512000744601815938,3.18443038343
1512000744919559955,3.18432531752
1512000745250385999,3.18342516438
1512000745530621051,3.18563954851
1512000745834806919,3.18636808693
1512000746123475074,3.18804692352
1512000746428646087,3.18876883492
1512000746709722995,3.1908939285
1512000747010305881,3.19184130101
1512000747337083101,3.19120520281
1512000747669297933,3.19029697984
1512000747945647001,3.19255618233
1512000748222120046,3.19485409402
1512000748547287940,3.19425584
1512000748821479082,3.19665181027
1512000749094831943,3.19911381913
1512000749383151054,3.20060848064
1512000749675199985,3.20190578096
1512000749962080955,3.20350716536
1512000750233778953,3.20594521011
1512000750569570064,3.20473751656
1512000750845906972,3.20687016486
1512000751118531942,3.20930848316
1512000751398336887,3.21104242356
1512000751685839891,3.21249556882
1512000751984533071,3.21332346697
1512000752319856882,3.21212474824
1512000752610663890,3.21339140735
1512000752897176980,3.21485561432
1512000753205331087,3.2151573778
1512000753490806102,3.21670778897
1512000753790738105,3.21749949657
1512000754140053987,3.21556624655
1512000754474991083,3.214420298
1512000754808659076,3.21336666429
1512000755108668088,3.21411205149
1512000755445532083,3.21292728998
1512000755740298986,3.21390994301
1512000756047866106,3.21426401822
1512000756338294982,3.21556931261
1512000756614705085,3.21750092195
1512000756925851106,3.2175833691
1512000757274007081,3.21583312275
1512000757597853899,3.21529089637
1512000757908368110,3.21542789094
1512000758267097949,3.21318928469
1512000758581315994,3.21314868059
1512000758860655069,3.21490248818
1512000759149322986,3.21613976479
1512000759466633081,3.21602909657
1512000759835870981,3.2132999824
1512000760160098075,3.21283976329
1512000760461859941,3.21345960822
1512000760734680891,3.21547342034
1512000761030586957,3.21634714665
1512000761313473939,3.21776903188
1512000761659630060,3.21618482519
1512000762024003028,3.21381833496
1512000762338521003,3.21380980628
1512000762639331102,3.21442907463
1512000762965198993,3.21400078649
1512000763268697977,3.2143756247
1512000763571109056,3.21485421203
1512000763868216991,3.21562207073
1512000764166738033,3.21645575746
1512000764461247920,3.21714878991
1512000764749802112,3.2182411442
1512000765049185991,3.218893072
1512000765377849102,3.21819309435
1512000765681196928,3.2186444218
1512000765974338054,3.21957832266
1512000766326436996,3.21802010704
1512000766674020051,3.21633446601
1512000766997452020,3.21586757969
1512000767336806058,3.21475342837
1512000767641782045,3.21512764931
1512000767949670076,3.21538992818
1512000768332995891,3.21235590446
1512000768692537069,3.21039891897
1512000769028168916,3.20952829551
1512000769393934965,3.2073374664
1512000769709180116,3.20725628029
1512000770062771081,3.20554156394
1512000770375123977,3.20560358687
1512000770703850030,3.20499515908
1512000771033962965,3.20433687932
1512000771359021902,3.2039228321
1512000771691809892,3.20320996333
1512000772056893110,3.20118721194
1512000772406245946,3.19978875736
1512000772741255044,3.19895683025
1512000773052180051,3.1991317625
1512000773351361989,3.19978335695
1512000773727900028,3.19729283684
1512000774097934007,3.19509041895
1512000774497548103,3.19178403025
1512000774829657077,3.19105433048
1512000775142946004,3.19117975076
1512000775471334934,3.19066068853
1512000775780251979,3.1909094021
1512000776148542881,3.18889025265
1512000776477214097,3.18840222304
1512000776786341905,3.18868511825
1512000777110009908,3.18843556858
1512000777464482069,3.18695792614
1512000777782726049,3.1868776447
1512000778162182092,3.18450459646
1512000778500896930,3.18369142721
1512000778852202892,3.18234976561
1512000779160885095,3.18263259694
1512000779501245021,3.18175958202
1512000779820693016,3.18169189984
1512000780143389940,3.18145731346
1512000780478025913,3.18078096472
1512000780789488077,3.18106372256
1512000781100502014,3.18123074014
1512000781406439065,3.18168085284
1512000781721355915,3.18162074949
1512000782077747106,3.18019047078
1512000782440334081,3.17853149656
1512000782815207958,3.17650997203
1512000783150732040,3.17587960962
1512000783428514003,3.17728065552
1512000783774326086,3.17631605937
1512000784109829902,3.17567423918
1512000796018568038,3.55996768774
1512000796317423105,3.46271514542
1512000796651369094,3.29926640976
1512000796931386947,3.37046404203
1512000797291234970,3.23750630856
1512000797674823999,3.11629652303
1512000798032789945,3.07223696215
1512000798372765064,3.05566601077
1512000798724767923,3.03300457548
1512000799020029067,3.06655603416
1512000799329859972,3.08208991228
1512000799623631954,3.10787992938
1512000799935209989,3.1170309425
1512000800246139049,3.12526249833
1512000800551937103,3.13595097535
1512000800835558891,3.15890666391
1512000801131170988,3.17235909872
1512000801430278062,3.18250508045
1512000801780929088,3.16437645922
1512000802065474033,3.18110566917
1512000802348664045,3.19752277033
1512000802627207040,3.2148123886
1512000802905405044,3.23043364548
1512000803185548067,3.24413948982
1512000803496140003,3.24419738632
1512000803830832958,3.23445399109
1512000804127548933,3.24008465382
1512000804442503929,3.23861970722
1512000804732924938,3.24630533694
1512000805048974990,3.24432764731
1512000805370775938,3.24041767023
1512000805750638008,3.2185432423
1512000806081275939,3.21251076861
1512000806448077917,3.19680858312
1512000806753093004,3.19954606171
1512000807073272943,3.19838483698
1512000807389920949,3.19742985818
1512000807687900066,3.20189862828
1512000808015971899,3.19841528423
1512000808421727895,3.17542421859
1512000808810177087,3.1580675943
1512000809178498029,3.14620814362
1512000809479558944,3.15046979216
1512000809758542060,3.15959446419
1512000810042321920,3.16749236719
1512000810331727027,3.17377756861
1512000810611365079,3.18177514314
1512000810944741964,3.1783543929
1512000811232261896,3.18453435161
1512000811493408918,3.19569517219
1512000811769857883,3.20348166568
1512000812042946100,3.21171792637
1512000812364914894,3.21024511472
1512000812692854881,3.20770179332
1512000812991244077,3.21061698106
1512003541088483095,3.50121852383
1512003541388169050,3.43153629554
1512003541698280096,3.36695520934
1512003541988575935,3.39065216406
1512003542274457931,3.41534369316
1512003542546350955,3.46079673426
1512003542834002017,3.46790983849
1512003543150243043,3.43019981205
1512003543555505037,3.28985682147
1512003543851248979,3.30077930066
1512003544127240896,3.32976644413
1512003544458244085,3.30363416326
1512003544769089937,3.29867621543
1512003545093436002,3.28398007552
1512003545399940967,3.28446810943
1512003545694070100,3.29276528105
1512003546050286054,3.26079319031
1512003546433732032,3.21721660148
1512003546838123083,3.16950248975
1512003547222670078,3.134531896
1512003547599379062,3.10864420943
1512003547926604986,3.10706676972
1512003548309484958,3.08245504828
1512003548688725948,3.06188127778
1512003548994379043,3.07073287401
1512003549325819969,3.06879640939
1512003549631742954,3.07646537566
1512003549906464099,3.09411557431
1512003550217375040,3.09876934392
1512003550540158987,3.09944115012
1512003550840696096,3.10657857249
1512003551124489068,3.11874781792
1512003551416136980,3.12794893102
1512003551703423023,3.13808203176
1512003551998827934,3.1451877747
1512003552372867107,3.13058529162
1512003552716726064,3.12482723004
1512003552997330904,3.13535604181
1512003553283320903,3.14406059528
1512003553562606096,3.15406490747
1512003553877145051,3.15509310635
1512003554224863052,3.14837320715
1512003554508940935,3.15667581024
1512003554779386043,3.16756909424
1512003555080400943,3.17122012637
1512003555411030054,3.16822828823
1512003555706779003,3.17280546217
1512003555998975038,3.1780638865
1512003556274344921,3.18702219524
1512003556548166990,3.19501530765
1512003556864545106,3.19473743646
1512003557131211996,3.20430244292
1512003557406869888,3.21181722958
1512003557707700967,3.21432027473
1512003557997143030,3.21874792469
1512003558286964893,3.22320844201
1512003558623564958,3.21903362763
1512003558972661972,3.21277959508
1512003559261882066,3.2171505394
1512003559553369045,3.2208098569
1512003559837771892,3.22555004733
1512003560140064954,3.22717973984
1512003560419576883,3.23255129021
1512003560704881906,3.23682502524
1512003561014801025,3.23704869651
1512003561333909988,3.23577611489
1512003561635996103,3.23717884887
1512003561937480926,3.23867723796
1512003562225914001,3.24204125359
1512003562508132934,3.24624341941
1512003562802572965,3.24873624978
1512003563111249923,3.24882699723
1512003563390358924,3.2532938895
1512003563668039083,3.25783281584
1512003564017962932,3.25204399868
1512003564277937889,3.25896372062
1512003564556689977,3.26315019867
1512003564943815946,3.25244125869
1512003565227965116,3.25591891394
1512003565505665063,3.26009276201
1512003565782835006,3.26422569753
1512003566130203962,3.25920933262
1512003566403388023,3.263815431
1512003566691900968,3.26633563716
1512003567028064966,3.26278416154
1512003567314335107,3.26564902719
1512003567635966062,3.26400969326
1512003567944407939,3.26399305571
1512003568225259065,3.26735609592
1512003568597500085,3.25975203388
1512003568902513027,3.26020539148
1512003569221875905,3.25904450238
1512003569492661952,3.26345585948
1512003569827919006,3.26042073237
1512003570131164073,3.2610824664
1512003570505512952,3.25387734444
1512003570829736948,3.25227115236
1512003571096242904,3.25695696176
1512003571355031013,3.26241611809
1512003571639184951,3.26501795724
1512003571935254096,3.26629126515
1512003572283332109,3.26207652529
1512003572665545940,3.25474379872
1512003572940190076,3.25804295563
1512003573263468027,3.25657806515
1512003573599158048,3.25407135801
1512003573904006958,3.25441464552
1512003574177939891,3.25787590207
1512003574499149084,3.2566335795
1512003574815139055,3.25595911837
1512003575084644079,3.25974621358
1512003575407448053,3.25838175362
1512003575741218090,3.25610713778
1512003576051851034,3.25597295852
1512003576340512037,3.25783944841
1512003576634810924,3.25927325499
1512003576921888113,3.26146796705
1512003577197526931,3.26438329441
1512003577474586963,3.26724546836
1512003577772564888,3.26830484319
1512003578050806045,3.27073510078
1512003578336285114,3.27277979307
1512003578638756036,3.27309703617
1512003578926460027,3.27482114828
1512003579216876029,3.27628797245
1512003579531187057,3.2756958831
1512003579858031034,3.27411074612
1512003580184118986,3.27267790122
1512003580517689943,3.27057382619
1512003580821433067,3.2709340075
1512003581093837022,3.27382346977
1512003581396070957,3.2742218838
1512003581694196939,3.2750472277
1512003582006387948,3.27458604419
1512003582262768030,3.2786725269
1512003582549918889,3.28032248351
1512003582880892992,3.27846550208
1512003583246243953,3.2740081995
1512003583542882919,3.27493386625
1512003583869088888,3.27357730335
1512003584169011116,3.2741741896
1512003584432367086,3.27753303966
1512003584684376955,3.28186212763
1512003584993832111,3.28176523524
1512003585287477016,3.28265499459
1512003585561299085,3.28510115285
1512003585845299005,3.28673355913
1512003586121121883,3.28898008624
1512003586440944910,3.28801010334
1512003586811577081,3.28337403728
1512003587104686021,3.28434679997
1512003587370922088,3.28722209138
1512003587661271095,3.28845962866
1512003587944845914,3.29005147005
1512003588253320932,3.28991854411
1512003588602507114,3.28690899411
1512003588942873001,3.28454611114
1512003589286174058,3.28223611918
1512003589628559112,3.27974307727
1512003589873810052,3.28390737553
1512003590156632900,3.28550618216
1512003590525029897,3.28135943163
1512003590788614988,3.28422729098
1512003591025279998,3.28880993698
1512003591313184022,3.28999526337
1512003591605345010,3.29089750121
1512003591899615049,3.29168100147
1512003592240829944,3.28942860953
1512003592542673110,3.28974231783
1512003592803411006,3.29262019885
1512003593065613031,3.29537021056
1512003593351737022,3.29659091524
1512003593616702079,3.29912853299
1512003593883409023,3.30157264476
1512003594141659975,3.304471346
1512003594395901918,3.30759808439
1512003594633450984,3.31174700884
1512003594910578966,3.31352620247
1512003595215863943,3.31337074918
1512003595495394945,3.31489226562
1512003595781711101,3.31602634925
1512003596076339960,3.31657867979
1512003596373390913,3.31699677842
1512003596713689088,3.31482830313
1512003597078588962,3.31125912442
1512003597375907897,3.31171939032
1512003597633868932,3.31441915748
1512003598003209114,3.31066691861
1512003598340542078,3.30882606432
1512003598662115097,3.30785672687
1512003598954293966,3.30863041866
1512003599242451906,3.30961645404
1512003599558551073,3.30912975563
1512003599881946086,3.3079108827
1512003600171925067,3.30883508735
1512003600466190099,3.30948268734
1512003600739707946,3.31120409047
1512003601028637886,3.31209583216
1512003601305803060,3.31359163149
1512003601672007083,3.31017739907
1512003601954818964,3.31143186745
1512003602232335090,3.31291251767
1512003602554255962,3.31200408197
1512003602833998918,3.31331420768
1512003603114973068,3.31455360102
1512003603423960924,3.31433131904
1512003603757389068,3.31295991073
1512003604078273057,3.31197827621
1512003604348916053,3.31371266334
1512003604642200946,3.31427284038
1512003604928303003,3.31522479806
1512003605213965892,3.31619686372
1512003605518727064,3.31622206482
1512003605797939062,3.3175426521
1512003606077652931,3.31880831149
1512003606390255928,3.31832044485
1512003606694487094,3.31836471543
1512003606982475042,3.31906669895
1512003607334049940,3.31668439478
1512003607632685899,3.3169409844
1512003607922190904,3.31765790663
1512003608211224079,3.31845551964
1512003608508609056,3.31876821637
1512003608811074972,3.31884187063
1512003609128365039,3.31818649998
1512003609476469993,3.31605186136
1512003609819267034,3.31417993491
1512003610117641925,3.31444375844
1512003610400715112,3.31546995849
1512003610717016935,3.31488786942
1512003611103302955,3.31097580505
1512003611408816099,3.31096621117
1512003611677580118,3.31276289752
1512003611991431951,3.3122057117
1512003612344033002,3.30997394706
1512003612662823915,3.30932387234
1512003613007945060,3.30744084858
1512003613355015993,3.30546031712
1512003613633361101,3.30663096769
1512003613927833080,3.30710266169
1512003614273585081,3.30523054244
1512003614659188985,3.30159138261
1512003614991379022,3.3003787175
1512003615315198898,3.29954677419
1512003615665170907,3.29758318033
1512003616023494005,3.2952545753
1512003616387376070,3.29269780148
1512003616773082971,3.28941356354
1512003617117680072,3.2875652235
1512003617457463979,3.28609613654
1512003617806519985,3.28424016079
1512003618172596931,3.28167550726
1512003618514354944,3.28018009034
1512003618821594953,3.28019013026
1512003619124270915,3.28040807161
1512003619431030035,3.2804435468
1512003619733057975,3.28063241952
1512003620048680067,3.28024977266
1512003620385731935,3.27901548384
1512003620747503995,3.27672736198
1512003621047369003,3.27720295151
1512003621336471080,3.27776403045
1512003621638431072,3.27797573623
1512003621962698936,3.2772595629
1512003622281908988,3.27676817684
1512003622648228883,3.27439517481
1512003622959156990,3.27425561062
1512003623269308090,3.27415970884
1512003623578056097,3.27411315591
1512003623948832035,3.27162499275
1512003624252345085,3.27178465213
1512003624557415008,3.27188173319
1512003624862596988,3.27198929891
1512003625158433914,3.2724575416
1512003625449260950,3.27311208593
1512003625794913053,3.27163306061
1512003626099661111,3.2717886942
1512003626398897886,3.27210714516
1512003626702554941,3.27238801856
1512003626996810913,3.2727574486
1512003627318295955,3.27225247043
1512003627649995088,3.27135917759
1512003627962337970,3.27117636847
1512003628260890960,3.27151096961
1512003628606900930,3.27010689966
1512003628899096965,3.27065897518
1512003629203071117,3.27078874597
1512003629523561000,3.27032914865
1512003629832523107,3.27035849143
1512003630138551950,3.2704358769
1512003630490972995,3.26880936786
1512003630849632024,3.26699447641
1512003631209933996,3.26513358851
1512003631598452091,3.26225555381
1512003640367954969,3.53245383499
1512003640664602041,3.46086091282
1512003640965737104,3.42055672017
1512003641255563974,3.43429649011
1512003641576683044,3.36993012749
1512003641938036918,3.26366141826
1512003642287153959,3.19877819834
1512003642665774106,3.11914068204
1512003643042114019,3.06198244189
1512003643337527036,3.09311929387
1512003643647705078,3.10675652639
1512003643982873916,3.09751834535
1512003644308384895,3.09676889151
1512003644634207963,3.09682654653
1512003645019320964,3.0595871043
1512003645366254091,3.04888392328
1512003645665910959,3.06537754296
1512003645953685045,3.08694111002
1512003646263597965,3.09511401836
1512003646575831890,3.10169116648
1512003646895004987,3.10405123078
1512003647302817106,3.06813949946
1512003647686367988,3.04575383009
1512003648046680927,3.03406847823
1512003648326009035,3.05341647291
1512003648617377996,3.06748982621
1512003648907521963,3.08064571973
1512003649247447013,3.07609964595
1512003649543499946,3.08609870686
1512003649855726003,3.09035885452
1512003650147763967,3.10055984329
1512003650436500072,3.11129942247
1512003650724951028,3.12163834698
1512003651011897087,3.13196509888
1512003651294656038,3.14314565517
1512003651602618932,3.1462276064
1512003651896699905,3.1530030504
1512003652182014942,3.16206624552
1512003652475930929,3.16815039188
1512003652752669095,3.17846591277
